body_0_x,body_0_y,body_0_z,body_1_x,body_1_y,body_1_z,body_2_x,body_2_y,body_2_z,body_3_x,body_3_y,body_3_z,body_4_x,body_4_y,body_4_z,body_5_x,body_5_y,body_5_z,body_6_x,body_6_y,body_6_z,body_7_x,body_7_y,body_7_z,body_8_x,body_8_y,body_8_z,body_9_x,body_9_y,body_9_z,body_10_x,body_10_y,body_10_z,body_11_x,body_11_y,body_11_z,body_12_x,body_12_y,body_12_z,body_13_x,body_13_y,body_13_z
-0.007590,-0.053618,0.766763,0.116764,-0.043764,0.641954,0.156922,-0.108695,0.345272,0.120898,0.001409,0.050349,-0.113651,-0.074432,0.627351,-0.116145,-0.147670,0.329987,-0.086242,0.043277,0.080233,-0.008198,-0.049772,0.820572,0.163377,-0.078110,1.036114,0.224352,-0.188858,0.902109,0.186107,-0.367842,0.887796,-0.112637,-0.113711,1.066021,-0.221001,-0.170026,0.927993,-0.195226,-0.327715,0.836550
-0.014485,-0.054274,0.786395,0.107844,-0.045483,0.659294,0.146233,-0.097370,0.359820,0.122444,-0.000668,0.058522,-0.123180,-0.073048,0.648625,-0.137558,-0.141587,0.350441,-0.108585,0.036969,0.091208,-0.014510,-0.050334,0.840241,0.155095,-0.078870,1.058335,0.208563,-0.207930,0.938279,0.169207,-0.385922,0.916136,-0.121392,-0.108576,1.086414,-0.230744,-0.180414,0.956657,-0.206038,-0.341895,0.871592
-0.021264,-0.054446,0.805524,0.099063,-0.046739,0.676335,0.137156,-0.089204,0.375344,0.124373,-0.003829,0.069744,-0.132478,-0.070969,0.669390,-0.162268,-0.134579,0.371194,-0.136372,0.030367,0.102508,-0.020787,-0.050525,0.859412,0.146252,-0.079214,1.080561,0.191623,-0.223988,0.976164,0.154457,-0.401453,0.946436,-0.130511,-0.104030,1.105853,-0.240375,-0.190016,0.985521,-0.218461,-0.354360,0.905199
-0.027828,-0.052851,0.818776,0.091274,-0.046256,0.688403,0.132274,-0.088223,0.387755,0.126411,-0.004637,0.081444,-0.140610,-0.067524,0.683652,-0.183647,-0.126208,0.386019,-0.165802,0.025299,0.108606,-0.027233,-0.049063,0.872709,0.135949,-0.078637,1.097570,0.175762,-0.233586,1.006418,0.142750,-0.410263,0.967730,-0.140978,-0.100952,1.118125,-0.251604,-0.197454,1.006863,-0.232437,-0.362825,0.927941
-0.034413,-0.050991,0.829659,0.083548,-0.045442,0.698219,0.127854,-0.087875,0.398121,0.127167,-0.005597,0.091412,-0.148580,-0.064254,0.695500,-0.203451,-0.118862,0.399007,-0.195837,0.020738,0.114677,-0.033793,-0.047281,0.883630,0.124826,-0.077744,1.112555,0.159469,-0.240782,1.034411,0.133648,-0.417135,0.988876,-0.152161,-0.097841,1.127646,-0.264229,-0.203280,1.026455,-0.249352,-0.369764,0.948954
-0.041042,-0.048602,0.835806,0.075980,-0.043987,0.703520,0.124362,-0.088676,0.404368,0.125471,-0.006415,0.097641,-0.156274,-0.061355,0.702481,-0.220321,-0.113929,0.407465,-0.223833,0.016837,0.118601,-0.040585,-0.044860,0.889802,0.112145,-0.076243,1.123428,0.143456,-0.244929,1.056821,0.127351,-0.421257,1.006556,-0.164771,-0.094964,1.131577,-0.279330,-0.207321,1.041283,-0.270053,-0.374529,0.964485
-0.048758,-0.046066,0.838092,0.067179,-0.042543,0.704848,0.120858,-0.090332,0.407054,0.122835,-0.008357,0.100288,-0.165138,-0.059049,0.705760,-0.235840,-0.110255,0.412040,-0.249662,0.013589,0.120266,-0.048310,-0.042086,0.892084,0.100394,-0.073523,1.129004,0.130424,-0.245883,1.072005,0.123927,-0.422866,1.021654,-0.176149,-0.092302,1.132617,-0.294855,-0.210596,1.056454,-0.291947,-0.378997,0.981825
-0.057017,-0.043458,0.838448,0.057758,-0.041113,0.704204,0.117350,-0.092356,0.408076,0.119537,-0.010962,0.101272,-0.174584,-0.057036,0.707197,-0.250688,-0.107235,0.414677,-0.274215,0.010528,0.120888,-0.056499,-0.039136,0.892418,0.089118,-0.070239,1.131940,0.119091,-0.245211,1.083609,0.122233,-0.423215,1.036472,-0.186921,-0.089714,1.132275,-0.310605,-0.211883,1.071874,-0.315948,-0.381636,1.000564
-0.063506,-0.040519,0.832903,0.049755,-0.039579,0.697439,0.117446,-0.097744,0.404287,0.115153,-0.013991,0.098308,-0.182565,-0.055212,0.703071,-0.262168,-0.102936,0.411100,-0.296502,0.007866,0.115651,-0.062971,-0.035730,0.886829,0.076243,-0.070902,1.130037,0.098163,-0.248325,1.086589,0.101261,-0.427286,1.042955,-0.199384,-0.086277,1.124700,-0.324842,-0.213042,1.079440,-0.334578,-0.384930,1.014118
-0.070675,-0.037988,0.825693,0.040797,-0.038436,0.688849,0.117792,-0.103568,0.399429,0.110325,-0.017096,0.094516,-0.191459,-0.053829,0.697548,-0.273573,-0.098636,0.405840,-0.317294,0.006255,0.109433,-0.069993,-0.032712,0.879553,0.063548,-0.071750,1.125740,0.077980,-0.250840,1.086180,0.080472,-0.430704,1.046196,-0.211540,-0.083334,1.115758,-0.338681,-0.212480,1.084037,-0.353886,-0.386637,1.026417
-0.079205,-0.036272,0.815153,0.029931,-0.038068,0.676592,0.118558,-0.110194,0.392169,0.105351,-0.019387,0.088908,-0.202180,-0.053338,0.689219,-0.284837,-0.094251,0.397119,-0.335457,0.007248,0.100560,-0.078112,-0.030501,0.868926,0.051557,-0.073519,1.116800,0.059953,-0.253433,1.079298,0.060878,-0.433831,1.041623,-0.223039,-0.081968,1.104087,-0.350045,-0.213330,1.082628,-0.368287,-0.390155,1.035147
-0.089643,-0.034301,0.800806,0.017537,-0.037110,0.660932,0.117177,-0.115667,0.381930,0.100695,-0.020690,0.080232,-0.214420,-0.052431,0.676761,-0.295523,-0.087909,0.383519,-0.349012,0.011843,0.086854,-0.088237,-0.028148,0.854495,0.038578,-0.071884,1.104012,0.042870,-0.252630,1.069974,0.042289,-0.433764,1.035944,-0.235549,-0.080057,1.088842,-0.361306,-0.213521,1.074048,-0.377363,-0.392630,1.035395
-0.101036,-0.032205,0.784556,0.004391,-0.035855,0.643602,0.114754,-0.120086,0.370397,0.096169,-0.020662,0.070339,-0.227410,-0.051321,0.662261,-0.305997,-0.080444,0.367629,-0.360367,0.018519,0.070859,-0.099364,-0.025730,0.838163,0.025144,-0.068628,1.089283,0.026259,-0.250151,1.059373,0.024163,-0.432030,1.029596,-0.248529,-0.077974,1.071805,-0.372408,-0.213629,1.061902,-0.383557,-0.394623,1.031426
-0.108118,-0.030529,0.769580,-0.005848,-0.035760,0.626491,0.109160,-0.123166,0.356301,0.090861,-0.020009,0.057561,-0.237162,-0.051857,0.650473,-0.313282,-0.079264,0.355008,-0.365693,0.021322,0.058525,-0.105795,-0.023299,0.823012,0.017666,-0.061901,1.075690,0.016272,-0.244444,1.052832,0.011200,-0.427270,1.030001,-0.255562,-0.073851,1.057108,-0.376583,-0.212358,1.053129,-0.379217,-0.394905,1.031359
-0.116541,-0.030212,0.752903,-0.017991,-0.037851,0.607555,0.105038,-0.129886,0.342590,0.087410,-0.019305,0.046652,-0.248602,-0.054413,0.637716,-0.322604,-0.084250,0.341919,-0.369799,0.024771,0.047802,-0.113445,-0.022065,0.806088,0.008624,-0.057156,1.060345,0.003705,-0.240398,1.044713,-0.004428,-0.423876,1.029132,-0.264100,-0.071227,1.040444,-0.382375,-0.212122,1.042838,-0.376441,-0.395450,1.030527
-0.127647,-0.032611,0.732825,-0.033908,-0.044257,0.585035,0.103822,-0.142928,0.329996,0.087208,-0.017263,0.040501,-0.263411,-0.060988,0.623022,-0.335739,-0.101778,0.328074,-0.370765,0.028489,0.041738,-0.123530,-0.023216,0.785613,-0.003499,-0.056306,1.041592,-0.013926,-0.239806,1.033525,-0.025210,-0.423617,1.025840,-0.275631,-0.071578,1.019870,-0.391415,-0.214229,1.029403,-0.376803,-0.397453,1.027907
-0.136433,-0.033360,0.714948,-0.045632,-0.049101,0.566196,0.103849,-0.155253,0.321022,0.086733,-0.016524,0.037866,-0.274370,-0.065432,0.608954,-0.346819,-0.120246,0.316297,-0.371456,0.029288,0.039127,-0.131463,-0.022829,0.767397,-0.009643,-0.053499,1.023064,-0.023528,-0.236909,1.019285,-0.035374,-0.420821,1.016340,-0.281669,-0.069834,1.003543,-0.394929,-0.213975,1.019091,-0.374455,-0.396545,1.024491
-0.144057,-0.033285,0.698173,-0.055233,-0.053107,0.549249,0.104571,-0.166852,0.314204,0.086232,-0.016157,0.037509,-0.283427,-0.068788,0.595238,-0.356791,-0.139088,0.306134,-0.372153,0.028353,0.039342,-0.138316,-0.021678,0.750307,-0.012812,-0.049814,1.004585,-0.029140,-0.233059,1.003532,-0.040229,-0.417040,1.003744,-0.284934,-0.066973,0.989286,-0.395574,-0.212458,1.010240,-0.370577,-0.394245,1.020396
-0.147676,-0.031684,0.688164,-0.058042,-0.053933,0.540365,0.106975,-0.174170,0.312239,0.086469,-0.017352,0.039174,-0.286314,-0.070980,0.585639,-0.360908,-0.150651,0.299293,-0.372171,0.027862,0.039987,-0.142053,-0.019034,0.740097,-0.014422,-0.042612,0.993841,-0.031212,-0.225814,0.995020,-0.041369,-0.409831,0.997617,-0.286348,-0.063659,0.980647,-0.393828,-0.211106,1.004174,-0.364514,-0.392114,1.016430
-0.149510,-0.031131,0.679882,-0.059033,-0.055091,0.533088,0.109793,-0.180240,0.310431,0.086932,-0.017986,0.040820,-0.287357,-0.073704,0.577612,-0.363209,-0.160432,0.293660,-0.371951,0.027361,0.041298,-0.144108,-0.017628,0.731638,-0.015533,-0.036220,0.985377,-0.032758,-0.219351,0.988916,-0.042130,-0.403356,0.994026,-0.287149,-0.061236,0.973114,-0.391904,-0.210322,0.998529,-0.358794,-0.390535,1.012630
-0.147773,-0.032675,0.675051,-0.056439,-0.057001,0.528902,0.113208,-0.184525,0.308209,0.087432,-0.018234,0.041439,-0.284773,-0.077520,0.572607,-0.362146,-0.166804,0.289870,-0.371543,0.027209,0.042600,-0.142785,-0.018697,0.726714,-0.015644,-0.031508,0.981584,-0.033225,-0.214540,0.987635,-0.042090,-0.398475,0.995449,-0.286774,-0.060808,0.967795,-0.389716,-0.211073,0.993672,-0.354336,-0.390734,1.009236
-0.143554,-0.034902,0.675062,-0.051170,-0.058442,0.529392,0.116995,-0.186847,0.308080,0.088176,-0.018152,0.043183,-0.279590,-0.080756,0.571768,-0.358122,-0.169083,0.289070,-0.371040,0.027598,0.044173,-0.138976,-0.020871,0.726755,-0.013097,-0.027980,0.982433,-0.031890,-0.210848,0.989681,-0.040008,-0.394745,0.999044,-0.283861,-0.060508,0.967581,-0.384530,-0.212281,0.993600,-0.347303,-0.391484,1.010123
-0.138095,-0.037472,0.677494,-0.044575,-0.059646,0.532231,0.120913,-0.188128,0.308963,0.088888,-0.017812,0.045491,-0.273108,-0.083694,0.573012,-0.352643,-0.169323,0.289788,-0.370524,0.028228,0.045883,-0.133922,-0.023598,0.729276,-0.009273,-0.025034,0.985569,-0.029697,-0.207705,0.993350,-0.036942,-0.391586,1.003699,-0.279733,-0.060261,0.969861,-0.377822,-0.213718,0.995853,-0.339145,-0.392546,1.013110
-0.129193,-0.040495,0.689912,-0.033546,-0.060276,0.545157,0.123679,-0.184481,0.313685,0.090330,-0.018290,0.047541,-0.262479,-0.085499,0.582672,-0.343664,-0.160673,0.296977,-0.369415,0.028627,0.046718,-0.125665,-0.026958,0.741878,-0.001961,-0.023348,0.998538,-0.028809,-0.205219,1.005499,-0.037033,-0.389051,1.015991,-0.272260,-0.060193,0.982300,-0.364630,-0.217345,1.007146,-0.325341,-0.396087,1.024093
-0.119754,-0.043351,0.703332,-0.021850,-0.060867,0.559269,0.126068,-0.179861,0.319102,0.091444,-0.018589,0.049861,-0.251260,-0.086527,0.593169,-0.334437,-0.150556,0.305348,-0.367463,0.028499,0.047854,-0.116771,-0.030177,0.755488,0.007498,-0.022309,1.011664,-0.025993,-0.203128,1.017057,-0.034810,-0.386967,1.026946,-0.262887,-0.059694,0.996526,-0.349812,-0.220006,1.020826,-0.310201,-0.398741,1.037311
-0.109239,-0.045876,0.718759,-0.008791,-0.061438,0.575682,0.127925,-0.173851,0.325887,0.092795,-0.019139,0.052573,-0.238865,-0.086040,0.605295,-0.324823,-0.137493,0.315773,-0.364955,0.027760,0.049447,-0.106603,-0.033114,0.771125,0.021368,-0.022625,1.025164,-0.019294,-0.202030,1.027723,-0.027886,-0.385980,1.035478,-0.249555,-0.058405,1.014415,-0.331755,-0.221111,1.039242,-0.292394,-0.400002,1.054935
-0.096981,-0.047435,0.734160,0.006047,-0.062167,0.592502,0.131305,-0.171466,0.335395,0.096794,-0.019786,0.059836,-0.224857,-0.083571,0.617420,-0.315080,-0.126861,0.327859,-0.360854,0.025290,0.053996,-0.094689,-0.035261,0.786746,0.035955,-0.024282,1.039173,-0.011774,-0.201954,1.038348,-0.020354,-0.386003,1.043239,-0.235604,-0.056519,1.031584,-0.313017,-0.221522,1.056635,-0.274020,-0.400549,1.072022
-0.083851,-0.048512,0.749548,0.021766,-0.063035,0.609547,0.135376,-0.170214,0.346181,0.101580,-0.019572,0.069492,-0.209929,-0.080118,0.629588,-0.305187,-0.117140,0.340774,-0.356712,0.022504,0.060750,-0.081915,-0.037012,0.802347,0.050906,-0.026643,1.053427,-0.003777,-0.202245,1.048957,-0.012413,-0.386347,1.050565,-0.221275,-0.054431,1.048401,-0.293786,-0.221640,1.073494,-0.255154,-0.400786,1.088748
-0.070262,-0.046352,0.761264,0.037223,-0.062237,0.622711,0.139742,-0.169123,0.354703,0.113275,-0.018938,0.077039,-0.195072,-0.073161,0.638802,-0.298798,-0.115395,0.353592,-0.345863,0.018682,0.069812,-0.068585,-0.035625,0.814259,0.065385,-0.028380,1.064743,0.007939,-0.203036,1.058306,-0.002624,-0.387042,1.057667,-0.207235,-0.051775,1.060876,-0.277498,-0.220021,1.085424,-0.240193,-0.399511,1.100177
-0.057692,-0.043946,0.770902,0.051444,-0.061611,0.633730,0.144954,-0.166551,0.361679,0.126566,-0.017087,0.083130,-0.181211,-0.066246,0.646252,-0.294801,-0.114375,0.365679,-0.332822,0.016150,0.078792,-0.056198,-0.033866,0.824051,0.079801,-0.030138,1.073443,0.020188,-0.204006,1.065542,0.008038,-0.387894,1.062947,-0.193173,-0.049199,1.071740,-0.261658,-0.218213,1.096035,-0.225671,-0.398047,1.110126
-0.047162,-0.041048,0.776382,0.063224,-0.061235,0.640426,0.152088,-0.162843,0.365561,0.144397,-0.014732,0.086141,-0.169546,-0.059404,0.650042,-0.295476,-0.115713,0.376143,-0.313213,0.012610,0.086342,-0.045655,-0.031377,0.829625,0.094169,-0.032042,1.076920,0.033384,-0.205499,1.068903,0.020072,-0.389289,1.065333,-0.179029,-0.046782,1.079375,-0.246758,-0.216053,1.104000,-0.212150,-0.396250,1.117112
-0.037726,-0.038098,0.776491,0.073977,-0.060967,0.641910,0.161222,-0.159329,0.365348,0.164568,-0.013551,0.084963,-0.158754,-0.053993,0.648634,-0.297467,-0.118476,0.382641,-0.291263,0.008594,0.091960,-0.036176,-0.028497,0.829755,0.108519,-0.033439,1.074183,0.047286,-0.206746,1.066340,0.033641,-0.390489,1.061872,-0.164718,-0.044485,1.082079,-0.232784,-0.213515,1.107415,-0.199651,-0.394092,1.119310
-0.028837,-0.035122,0.773913,0.084183,-0.060762,0.640816,0.171472,-0.156001,0.363177,0.186035,-0.013243,0.081947,-0.148413,-0.049311,0.644660,-0.300253,-0.120981,0.387644,-0.266929,0.002466,0.097521,-0.027222,-0.025421,0.827153,0.122782,-0.034663,1.068250,0.061369,-0.207927,1.060870,0.047656,-0.391643,1.055702,-0.150297,-0.042271,1.082212,-0.219272,-0.210793,1.108465,-0.187697,-0.391748,1.119026
-0.020589,-0.032355,0.765611,0.093517,-0.060715,0.633874,0.179817,-0.153010,0.354947,0.205587,-0.014820,0.072417,-0.138944,-0.046433,0.635425,-0.296902,-0.126201,0.384534,-0.243860,-0.006121,0.096243,-0.018858,-0.022220,0.818749,0.135967,-0.035010,1.056614,0.074085,-0.208139,1.050033,0.059919,-0.391814,1.044628,-0.136818,-0.038783,1.076293,-0.208226,-0.206012,1.104246,-0.178339,-0.387302,1.114139
-0.012536,-0.030354,0.755791,0.102853,-0.061082,0.625609,0.187912,-0.150374,0.345338,0.223522,-0.016759,0.061688,-0.129478,-0.044555,0.624607,-0.291626,-0.132389,0.379184,-0.221399,-0.014899,0.093904,-0.010779,-0.019846,0.808828,0.148210,-0.036155,1.043735,0.085738,-0.209106,1.038136,0.071015,-0.392738,1.032800,-0.124159,-0.036130,1.068497,-0.198327,-0.201844,1.098228,-0.169810,-0.383396,1.107553
-0.004872,-0.029887,0.742937,0.112256,-0.062275,0.614647,0.195243,-0.148519,0.332814,0.238436,-0.018791,0.048103,-0.119998,-0.044661,0.610568,-0.282753,-0.141646,0.369190,-0.201895,-0.022476,0.087943,-0.003285,-0.019119,0.795887,0.158755,-0.038655,1.028508,0.095598,-0.211394,1.024193,0.080153,-0.394984,1.019490,-0.113172,-0.035063,1.057130,-0.190702,-0.198873,1.088776,-0.162781,-0.380547,1.097724
-0.000046,-0.030130,0.731289,0.118919,-0.063040,0.604867,0.201587,-0.151584,0.323655,0.245993,-0.020635,0.039569,-0.113245,-0.045034,0.597547,-0.271179,-0.148992,0.355982,-0.184399,-0.028079,0.077576,0.001342,-0.019488,0.784216,0.166976,-0.040519,1.014281,0.102821,-0.212933,1.012343,0.086353,-0.396468,1.009324,-0.104401,-0.035448,1.047176,-0.184126,-0.197832,1.080666,-0.156536,-0.379589,1.089084
0.003361,-0.030728,0.720245,0.124199,-0.063592,0.595697,0.207318,-0.157182,0.316252,0.249929,-0.022403,0.033651,-0.107833,-0.045532,0.585034,-0.258348,-0.155396,0.341442,-0.168262,-0.032831,0.065025,0.004533,-0.020402,0.773171,0.174040,-0.041979,1.000500,0.108851,-0.214013,1.001533,0.091279,-0.397468,1.000786,-0.096703,-0.036557,1.037881,-0.177948,-0.197780,1.073273,-0.150517,-0.379596,1.081158
0.010383,-0.029164,0.708039,0.134917,-0.061397,0.587301,0.217504,-0.168530,0.312594,0.250348,-0.022520,0.034631,-0.096882,-0.045911,0.570068,-0.247638,-0.157277,0.327398,-0.160369,-0.031442,0.051856,0.010775,-0.018910,0.760871,0.184944,-0.038635,0.985070,0.119719,-0.210601,0.989514,0.102065,-0.394039,0.991436,-0.085183,-0.038224,1.027092,-0.166528,-0.199752,1.060824,-0.139855,-0.381814,1.064522
0.016214,-0.028496,0.695864,0.143838,-0.060584,0.578655,0.226086,-0.180081,0.308990,0.250583,-0.023212,0.036486,-0.087629,-0.047820,0.555822,-0.240989,-0.161688,0.316058,-0.154812,-0.030971,0.042726,0.015927,-0.017984,0.748520,0.194618,-0.034760,0.969647,0.129299,-0.206555,0.977764,0.111481,-0.389921,0.982713,-0.074766,-0.040476,1.016033,-0.156254,-0.202370,1.047600,-0.130793,-0.384643,1.046620
0.019663,-0.029619,0.683753,0.149333,-0.062608,0.569264,0.231485,-0.192129,0.304244,0.250258,-0.024427,0.038185,-0.081909,-0.052886,0.542909,-0.242503,-0.171068,0.310186,-0.153883,-0.032185,0.041885,0.018889,-0.018199,0.736109,0.201958,-0.030212,0.954247,0.136203,-0.201602,0.966407,0.117861,-0.384787,0.974904,-0.066480,-0.044137,1.004634,-0.148252,-0.206500,1.032880,-0.124810,-0.388917,1.026005
0.022543,-0.030446,0.675231,0.152848,-0.064360,0.561856,0.235002,-0.200226,0.300041,0.250410,-0.024630,0.039204,-0.078364,-0.056444,0.534607,-0.244629,-0.178268,0.307903,-0.153841,-0.032853,0.043806,0.021544,-0.018298,0.727382,0.207021,-0.025659,0.943949,0.140746,-0.196581,0.959425,0.121788,-0.379524,0.971160,-0.060628,-0.046768,0.996301,-0.142761,-0.209372,1.021998,-0.120388,-0.391701,1.010691
0.025140,-0.031125,0.668504,0.155386,-0.065997,0.555428,0.237589,-0.206373,0.296026,0.250739,-0.024343,0.039774,-0.075919,-0.059246,0.528599,-0.247066,-0.184407,0.307479,-0.154340,-0.033285,0.047172,0.024049,-0.018347,0.720501,0.211004,-0.021195,0.936147,0.144182,-0.191622,0.954464,0.124673,-0.374293,0.969150,-0.055870,-0.049052,0.989547,-0.138334,-0.211820,1.013054,-0.116503,-0.393936,0.997925
0.025797,-0.031668,0.666151,0.155505,-0.066396,0.552456,0.238596,-0.209396,0.294790,0.250206,-0.024329,0.040778,-0.076026,-0.062037,0.527194,-0.248081,-0.189169,0.307915,-0.155672,-0.033951,0.049857,0.024708,-0.018351,0.718056,0.211597,-0.015592,0.933936,0.144082,-0.185476,0.954611,0.123856,-0.367821,0.972105,-0.054674,-0.049768,0.986926,-0.137735,-0.212345,1.009633,-0.116439,-0.394383,0.992883
0.025107,-0.032837,0.665956,0.154235,-0.066770,0.551386,0.238553,-0.210751,0.294680,0.249791,-0.023993,0.041957,-0.077498,-0.064956,0.527806,-0.248814,-0.193057,0.308493,-0.156778,-0.034434,0.052331,0.024132,-0.019173,0.717798,0.211702,-0.010966,0.933098,0.143412,-0.180230,0.956169,0.122393,-0.362210,0.976308,-0.053650,-0.050890,0.986887,-0.137170,-0.213198,1.009840,-0.116283,-0.395188,0.992113
0.021722,-0.035256,0.670074,0.150158,-0.067132,0.554143,0.235638,-0.209376,0.296869,0.248705,-0.023966,0.043166,-0.081748,-0.068133,0.532433,-0.249156,-0.194945,0.309309,-0.157460,-0.034245,0.054300,0.021099,-0.021609,0.721920,0.210864,-0.008152,0.935121,0.141650,-0.176654,0.960869,0.119606,-0.358211,0.983567,-0.053153,-0.052628,0.991952,-0.136896,-0.214482,1.017188,-0.116226,-0.396541,0.999915
0.015917,-0.037645,0.679567,0.143312,-0.067011,0.561739,0.230166,-0.203346,0.301750,0.248019,-0.023285,0.044188,-0.088773,-0.070073,0.542367,-0.248878,-0.194015,0.312259,-0.158443,-0.034073,0.056170,0.015765,-0.024282,0.731495,0.207075,-0.006587,0.943058,0.136766,-0.174271,0.971079,0.113573,-0.355391,0.995988,-0.055925,-0.053844,1.002328,-0.140250,-0.214872,1.030710,-0.119231,-0.397032,1.015032
0.008903,-0.040019,0.691749,0.135039,-0.066662,0.571804,0.222893,-0.195190,0.308206,0.246900,-0.022878,0.045471,-0.097214,-0.071381,0.555021,-0.248366,-0.190777,0.316456,-0.159095,-0.033041,0.058384,0.009286,-0.027070,0.743789,0.201818,-0.005641,0.953935,0.130337,-0.172469,0.984023,0.105898,-0.353128,1.010986,-0.060333,-0.054801,1.015347,-0.145361,-0.214780,1.047333,-0.123697,-0.397044,1.033887
-0.000295,-0.042616,0.710072,0.123610,-0.067080,0.587045,0.213474,-0.180736,0.317364,0.244890,-0.023249,0.045498,-0.108900,-0.072120,0.574467,-0.245117,-0.184686,0.323738,-0.162020,-0.032880,0.059654,0.000687,-0.030030,0.762279,0.191288,-0.008590,0.974062,0.119857,-0.175612,1.003177,0.095605,-0.356401,1.029384,-0.071631,-0.055915,1.033466,-0.157933,-0.214640,1.068173,-0.134234,-0.396862,1.057977
-0.009488,-0.044847,0.727868,0.112044,-0.066955,0.601818,0.203951,-0.166272,0.327208,0.242546,-0.024115,0.047267,-0.120646,-0.072809,0.593735,-0.242073,-0.178632,0.332594,-0.165962,-0.030458,0.063867,-0.008003,-0.032695,0.780265,0.179314,-0.011900,0.994930,0.107759,-0.179133,1.022485,0.083541,-0.360069,1.047646,-0.084722,-0.057362,1.050522,-0.171787,-0.215366,1.086585,-0.146043,-0.397462,1.079430
-0.018670,-0.046343,0.744608,0.100283,-0.065788,0.615534,0.194676,-0.152158,0.337412,0.239542,-0.025720,0.050364,-0.132475,-0.073475,0.612426,-0.239499,-0.175630,0.343681,-0.174217,-0.026638,0.071970,-0.016876,-0.034772,0.797248,0.164339,-0.015990,1.017225,0.092338,-0.183464,1.042011,0.067852,-0.364579,1.065518,-0.101418,-0.059517,1.065352,-0.188140,-0.217992,1.100156,-0.160580,-0.399920,1.095717
-0.027400,-0.045649,0.758146,0.089560,-0.062337,0.626880,0.187633,-0.143603,0.348489,0.233880,-0.028204,0.056620,-0.143090,-0.073189,0.627642,-0.237369,-0.172861,0.353358,-0.186329,-0.021376,0.079749,-0.025467,-0.034610,0.810977,0.150470,-0.017510,1.035360,0.078192,-0.185225,1.057583,0.053571,-0.366509,1.079536,-0.116254,-0.061414,1.076981,-0.201656,-0.221041,1.109721,-0.172602,-0.402775,1.106686
-0.035903,-0.043861,0.770084,0.079331,-0.057764,0.637046,0.181818,-0.137631,0.359837,0.227260,-0.030857,0.064319,-0.153074,-0.072450,0.641109,-0.235548,-0.170006,0.362423,-0.200353,-0.016666,0.087264,-0.033911,-0.033329,0.823073,0.137163,-0.017866,1.051368,0.064686,-0.185809,1.071076,0.039982,-0.367258,1.091460,-0.130115,-0.063260,1.086955,-0.213599,-0.224390,1.117185,-0.183327,-0.405947,1.114853
-0.044273,-0.040675,0.776244,0.070032,-0.051967,0.642288,0.179155,-0.133977,0.368235,0.216746,-0.030163,0.070537,-0.161992,-0.071404,0.648165,-0.242351,-0.164152,0.367233,-0.218139,-0.011558,0.090668,-0.042474,-0.030331,0.829313,0.124148,-0.015609,1.061077,0.051811,-0.183802,1.079096,0.027350,-0.365353,1.098806,-0.143110,-0.064614,1.091063,-0.224856,-0.227117,1.118568,-0.193682,-0.408521,1.116098
-0.051965,-0.037890,0.780172,0.061602,-0.046813,0.645566,0.176829,-0.131599,0.374851,0.204595,-0.027958,0.076028,-0.169992,-0.070645,0.652781,-0.250635,-0.157713,0.370100,-0.236347,-0.006781,0.092175,-0.050385,-0.027694,0.833300,0.112246,-0.013544,1.068068,0.040157,-0.181994,1.084610,0.016034,-0.363645,1.103763,-0.154754,-0.066302,1.093013,-0.234766,-0.230095,1.117839,-0.202844,-0.411365,1.114906
-0.058300,-0.035909,0.779635,0.054991,-0.042913,0.644880,0.175092,-0.132358,0.377787,0.188357,-0.022833,0.080196,-0.176218,-0.070434,0.652509,-0.261626,-0.150611,0.369124,-0.255939,-0.002507,0.089699,-0.056996,-0.025779,0.832795,0.102610,-0.011705,1.069788,0.030987,-0.180449,1.085335,0.007433,-0.362194,1.104244,-0.163828,-0.068597,1.090841,-0.242322,-0.233462,1.113305,-0.209976,-0.414642,1.109576
-0.064647,-0.033857,0.774570,0.048786,-0.039533,0.640098,0.171468,-0.135096,0.376314,0.171205,-0.018276,0.081429,-0.182143,-0.069762,0.647377,-0.270832,-0.144563,0.363508,-0.274691,0.000415,0.082687,-0.063676,-0.023790,0.827755,0.093299,-0.009385,1.066597,0.022453,-0.178534,1.081292,-0.000222,-0.360407,1.099985,-0.172507,-0.070152,1.084304,-0.249725,-0.235928,1.104352,-0.216721,-0.416956,1.099296
-0.070999,-0.031769,0.767240,0.042790,-0.036399,0.633283,0.167008,-0.138851,0.372833,0.154141,-0.013933,0.081882,-0.187917,-0.068853,0.639814,-0.279193,-0.139011,0.355582,-0.293022,0.002594,0.073600,-0.070392,-0.021768,0.820446,0.084143,-0.006849,1.060943,0.014235,-0.176454,1.074853,-0.007405,-0.358470,1.093343,-0.180960,-0.071356,1.075582,-0.256972,-0.237957,1.093261,-0.223226,-0.418798,1.086715
-0.078305,-0.031174,0.753545,0.035628,-0.035589,0.619909,0.161573,-0.143469,0.362512,0.140452,-0.011063,0.075858,-0.194984,-0.069078,0.626126,-0.283233,-0.135662,0.340175,-0.306464,0.005117,0.058319,-0.077915,-0.021149,0.806750,0.075173,-0.005222,1.048181,0.006112,-0.175209,1.061641,-0.014569,-0.357340,1.080046,-0.189149,-0.073278,1.060994,-0.264326,-0.240449,1.076759,-0.229555,-0.421017,1.068447
