body_0_angvel_x,body_0_angvel_y,body_0_angvel_z,body_1_angvel_x,body_1_angvel_y,body_1_angvel_z,body_2_angvel_x,body_2_angvel_y,body_2_angvel_z,body_3_angvel_x,body_3_angvel_y,body_3_angvel_z,body_4_angvel_x,body_4_angvel_y,body_4_angvel_z,body_5_angvel_x,body_5_angvel_y,body_5_angvel_z,body_6_angvel_x,body_6_angvel_y,body_6_angvel_z,body_7_angvel_x,body_7_angvel_y,body_7_angvel_z,body_8_angvel_x,body_8_angvel_y,body_8_angvel_z,body_9_angvel_x,body_9_angvel_y,body_9_angvel_z,body_10_angvel_x,body_10_angvel_y,body_10_angvel_z,body_11_angvel_x,body_11_angvel_y,body_11_angvel_z,body_12_angvel_x,body_12_angvel_y,body_12_angvel_z,body_13_angvel_x,body_13_angvel_y,body_13_angvel_z
0.822018,0.787474,-3.394014,-1.518456,0.906552,-2.622047,0.862034,-0.617163,-3.248893,-0.773588,-0.272713,-3.095841,-1.464946,0.159420,-2.390546,0.237920,-0.358861,-1.449946,-0.624491,-1.126110,-1.479249,0.890828,-0.829004,-1.007335,5.344398,-0.318936,2.593976,3.744144,-2.093333,3.971192,2.758665,-1.090662,6.941265,-0.492759,-3.512084,2.395283,-2.858744,-6.233124,4.029133,-3.746025,-4.969257,2.804551
0.864627,0.792284,-2.922243,-1.903746,1.109380,-1.954480,1.289083,-0.942848,-2.729213,-0.413605,-0.387615,-2.566715,-1.752774,0.435006,-1.816204,0.452375,-0.606443,-0.985496,-0.562150,-0.547656,-1.089438,0.802094,-0.841842,-0.606401,4.074111,-0.271189,2.671280,2.581965,-1.790237,3.537549,1.774089,-1.144521,5.966274,-0.409798,-2.363119,1.772461,-2.475500,-4.771747,3.441453,-3.203349,-3.829323,2.305235
0.780733,0.721679,-2.264742,-2.209974,1.290619,-1.213152,1.671086,-1.193545,-2.014919,-0.016166,-0.443717,-1.850084,-1.989473,0.792403,-1.193819,0.762159,-0.880803,-0.604738,-0.386090,-0.007943,-0.781242,0.690780,-0.844293,-0.223506,2.761210,-0.265874,2.446517,1.355631,-1.635997,2.899913,0.629782,-1.200203,4.881525,-0.427747,-1.586815,1.351309,-1.946225,-3.227384,2.875679,-2.552122,-2.567557,1.872869
0.578210,0.585394,-1.457770,-2.285383,1.389370,-0.510803,1.832535,-1.271174,-1.268009,0.292298,-0.419536,-1.113407,-2.054174,1.120116,-0.592764,1.069858,-1.103547,-0.292504,-0.089425,0.288804,-0.511792,0.576670,-0.775758,0.078518,1.609437,-0.251697,1.975743,0.337416,-1.446513,1.990735,-0.357107,-1.097988,3.613480,-0.460898,-1.081144,1.079326,-1.215878,-1.628729,2.228082,-1.729637,-1.204244,1.378733
0.298743,0.412514,-0.534159,-2.038214,1.369851,0.087092,1.678894,-1.136281,-0.608550,0.440729,-0.316734,-0.478903,-1.829518,1.294638,-0.039349,1.275983,-1.200528,-0.021564,0.252246,0.330001,-0.243481,0.450699,-0.580606,0.261220,0.701059,-0.206683,1.318209,-0.275145,-1.077739,0.813903,-0.927485,-0.733103,2.138219,-0.465616,-0.615646,0.794958,-0.308025,0.020333,1.410252,-0.748148,0.243019,0.716188
0.000312,0.233927,0.462490,-1.485993,1.244402,0.571175,1.234244,-0.821428,-0.083298,0.438981,-0.164206,0.008126,-1.280646,1.256102,0.473563,1.325057,-1.136090,0.232380,0.538675,0.235899,0.041179,0.279665,-0.262398,0.341753,-0.049365,-0.157730,0.487838,-0.532663,-0.516246,-0.534079,-1.099423,-0.134607,0.519674,-0.456134,-0.031882,0.387118,0.690422,1.724158,0.383321,0.321952,1.753006,-0.162910
-0.264555,0.062502,1.469344,-0.731441,1.060660,0.969267,0.594504,-0.397528,0.322813,0.353468,-0.004199,0.365077,-0.480172,1.041052,0.962066,1.216876,-0.919724,0.477552,0.722457,0.125952,0.337584,0.034573,0.108194,0.396427,-0.848579,-0.153471,-0.502265,-0.719791,0.131490,-1.889513,-1.160801,0.552201,-1.111372,-0.457912,0.684745,-0.151437,1.674513,3.473572,-0.821204,1.390163,3.297655,-1.231212
-0.463898,-0.107400,2.402535,0.098747,0.868652,1.318454,-0.139320,0.066583,0.655217,0.258332,0.131210,0.639140,0.429339,0.746848,1.425991,0.982114,-0.588114,0.704386,0.820070,0.050345,0.625838,-0.276207,0.440491,0.521143,-1.882218,-0.218747,-1.535464,-1.130841,0.740240,-3.087018,-1.422474,1.171349,-2.621893,-0.458379,1.475408,-0.770763,2.555372,5.237211,-2.107019,2.374279,4.837614,-2.395115
-0.587818,-0.279085,3.159924,0.893538,0.700294,1.643613,-0.889830,0.518197,0.965922,0.203869,0.238359,0.884847,1.284123,0.471341,1.835425,0.656836,-0.188287,0.900754,0.875147,0.006702,0.886647,-0.597632,0.680572,0.769822,-3.167506,-0.340121,-2.378503,-1.839403,1.257242,-4.024308,-1.974827,1.650351,-3.929214,-0.410776,2.296726,-1.413633,3.269531,6.967942,-3.346254,3.209158,6.318112,-3.531277
-0.636885,-0.432669,3.627620,1.558917,0.567202,1.945471,-1.595114,0.914691,1.308948,0.217919,0.348535,1.161605,1.923022,0.273896,2.130612,0.276431,0.228534,1.069326,0.934735,-0.017636,1.117221,-0.851260,0.825604,1.118905,-4.515921,-0.483817,-2.813797,-2.673026,1.707974,-4.682949,-2.671414,2.007048,-5.009253,-0.265315,3.156832,-2.031136,3.778792,8.608678,-4.421482,3.848149,7.662706,-4.534921
-0.609542,-0.527521,3.715702,2.003479,0.461180,2.188630,-2.195140,1.218878,1.738745,0.318824,0.518311,1.532596,2.212815,0.168624,2.248650,-0.120013,0.611595,1.233711,1.051963,-0.018124,1.339513,-0.970129,0.887158,1.480256,-5.612592,-0.604647,-2.784310,-3.389635,2.140768,-5.099210,-3.313202,2.290184,-5.874980,0.029764,4.109301,-2.580648,4.073956,10.080806,-5.252045,4.268878,8.758136,-5.352630
-0.502724,-0.531290,3.452318,2.144979,0.351002,2.316224,-2.625018,1.401190,2.285521,0.505840,0.790854,2.038761,2.111694,0.139299,2.198673,-0.485082,0.916803,1.435666,1.283524,0.039770,1.600963,-0.920325,0.845237,1.767869,-6.192529,-0.629474,-2.421445,-3.867581,2.578917,-5.320403,-3.828207,2.521158,-6.556459,0.564254,5.233618,-3.017141,4.172055,11.263353,-5.793797,4.472877,9.444586,-5.981926
-0.325226,-0.451885,3.066948,1.958410,0.189255,2.327366,-2.812501,1.442371,2.892321,0.727477,1.131890,2.633286,1.727007,0.155821,2.134380,-0.761858,1.108856,1.724161,1.652276,0.213641,1.961393,-0.706643,0.648264,1.995633,-6.276841,-0.445096,-1.986375,-4.148253,3.011823,-5.391840,-4.282137,2.673426,-7.081887,1.478856,6.588660,-3.273797,4.093252,11.999367,-6.025000,4.464032,9.555214,-6.445597
-0.108727,-0.336641,2.896353,1.530497,-0.058544,2.358049,-2.690634,1.339750,3.382529,0.878827,1.396937,3.145377,1.258005,0.172848,2.288978,-0.893139,1.161678,2.127693,2.088115,0.534307,2.453083,-0.373306,0.271335,2.313598,-6.272398,0.070626,-1.810427,-4.330960,3.398686,-5.373113,-4.738907,2.684905,-7.448470,2.891810,8.110064,-3.247980,3.835025,12.154649,-5.940376,4.224591,9.019084,-6.761798
0.096738,-0.233692,3.111473,1.035115,-0.375679,2.610312,-2.239902,1.123391,3.571557,0.864798,1.398818,3.388355,0.833812,0.119877,2.764102,-0.849624,1.068989,2.595414,2.414509,0.934337,3.008041,0.002175,-0.218350,2.867130,-6.642626,0.971503,-2.226902,-4.444336,3.671057,-5.333578,-5.116989,2.495466,-7.580569,4.752975,9.498260,-2.840819,3.384763,11.696303,-5.570608,3.734083,7.952148,-6.935003
0.242555,-0.159793,3.560814,0.614534,-0.683962,3.128980,-1.535287,0.865848,3.476269,0.677271,1.050336,3.368752,0.439360,-0.077094,3.407435,-0.659040,0.862001,2.968801,2.434047,1.235288,3.430595,0.332913,-0.660588,3.565940,-7.330145,2.159566,-3.419398,-4.408524,3.750789,-5.285581,-5.210971,2.107044,-7.346951,6.743964,10.264502,-2.073040,2.775042,10.728415,-5.018986,3.032656,6.635789,-6.981604
0.304345,-0.108864,3.934415,0.293429,-0.885831,3.696408,-0.740285,0.655711,3.337429,0.399225,0.453081,3.313374,0.027290,-0.434364,3.944757,-0.397007,0.608478,3.094495,2.058206,1.233157,3.530300,0.556680,-0.884429,4.070775,-7.678051,3.365475,-5.216736,-4.117183,3.614541,-5.142254,-4.922486,1.640179,-6.727489,8.359116,10.020138,-1.174379,2.121291,9.461499,-4.462463,2.259176,5.385845,-6.957968
0.292706,-0.076803,4.037261,0.026680,-0.931218,4.016411,-0.032117,0.541107,3.339437,0.136468,-0.163839,3.394569,-0.357601,-0.867544,4.197276,-0.137758,0.378026,3.022209,1.357148,0.818959,3.344019,0.655263,-0.811712,4.084321,-7.089095,4.251879,-7.048985,-3.581485,3.389616,-4.846748,-4.490159,1.324582,-6.018687,9.163203,8.797789,-0.497066,1.583530,8.144696,-4.070432,1.603775,4.423208,-6.931829
0.244913,-0.066362,3.874148,-0.201632,-0.848398,3.966621,0.479740,0.497405,3.387862,-0.044033,-0.603565,3.508839,-0.609680,-1.224144,4.148123,0.075981,0.202490,2.998869,0.497547,0.061417,3.143407,0.647700,-0.495026,3.604382,-5.617041,4.598999,-8.217106,-3.012634,3.372022,-4.590400,-4.381353,1.382370,-5.732812,9.030417,7.068119,-0.287927,1.272828,6.988506,-3.896398,1.202296,3.825582,-6.911310
0.203995,-0.076653,3.550831,-0.357407,-0.713251,3.638200,0.776144,0.455605,3.260946,-0.124199,-0.813891,3.426394,-0.675479,-1.373505,3.867917,0.211969,0.072517,3.164022,-0.342115,-0.785601,3.125766,0.568812,-0.066325,2.860369,-3.815239,4.423312,-8.293902,-2.718560,3.840703,-4.763342,-4.851804,1.871190,-6.127941,8.160137,5.406773,-0.545284,1.179221,6.090253,-3.862939,1.053710,3.537446,-6.828036
0.198920,-0.098903,3.167194,-0.410867,-0.595455,3.194774,0.898162,0.363533,2.887233,-0.118413,-0.867440,3.070224,-0.601211,-1.283232,3.438495,0.237959,-0.029893,3.338235,-1.015295,-1.393651,3.174053,0.449675,0.346909,2.085647,-2.198998,3.931581,-7.322407,-2.858223,4.767332,-5.545094,-5.673108,2.633581,-6.906937,6.889363,4.136426,-1.084280,1.173247,5.402866,-3.858115,1.016953,3.404014,-6.609572
0.235267,-0.121550,2.780164,-0.385603,-0.534065,2.746547,0.912164,0.228288,2.378455,-0.067479,-0.859479,2.554712,-0.498382,-1.033479,2.926394,0.173227,-0.096062,3.223542,-1.424588,-1.550868,3.017907,0.309617,0.672214,1.398353,-0.972561,3.374167,-5.711162,-3.303750,5.762466,-6.622580,-6.364232,3.406450,-7.501277,5.501888,3.251897,-1.692593,1.074521,4.790680,-3.825434,0.888427,3.239883,-6.250847
0.296558,-0.136507,2.407435,-0.361331,-0.551941,2.322623,0.891988,0.117482,1.870043,-0.034665,-0.827843,2.028669,-0.489286,-0.774278,2.378016,0.133559,-0.079705,2.733182,-1.526859,-1.270494,2.549753,0.161327,0.895645,0.829383,-0.117821,2.922456,-3.978043,-3.765572,6.380997,-7.429170,-6.607101,3.978575,-7.562016,4.165557,2.597047,-2.218282,0.752922,4.141051,-3.759872,0.524645,2.922909,-5.802172
0.352416,-0.142965,2.038670,-0.434058,-0.675520,1.904248,0.905726,0.122851,1.421432,-0.068506,-0.745809,1.568505,-0.659807,-0.655120,1.817644,0.275246,0.076194,2.036857,-1.329285,-0.729409,1.896037,0.022562,1.039102,0.381055,0.440123,2.626085,-2.518378,-4.013803,6.447692,-7.591334,-6.383013,4.262904,-7.093250,2.966583,2.051203,-2.571118,0.216700,3.438298,-3.652269,-0.053871,2.448985,-5.307498
0.369186,-0.149450,1.649010,-0.650767,-0.922478,1.468216,0.993298,0.301390,1.038672,-0.146801,-0.570870,1.188456,-1.011504,-0.750522,1.255048,0.662779,0.381870,1.361246,-0.895021,-0.140004,1.252470,-0.078540,1.127557,0.048550,0.770912,2.433837,-1.491950,-3.962215,6.071455,-7.082319,-5.823624,4.265362,-6.249870,1.958847,1.581194,-2.701265,-0.362367,2.745754,-3.463186,-0.644745,1.901260,-4.772197
0.319216,-0.171323,1.213478,-0.955915,-1.257161,1.015812,1.143233,0.626737,0.721782,-0.179643,-0.303926,0.882863,-1.433475,-1.012663,0.702750,1.186509,0.759037,0.829612,-0.354011,0.327105,0.735464,-0.115156,1.160095,-0.180330,0.941741,2.245495,-0.851596,-3.612185,5.438576,-6.072009,-5.044705,4.018533,-5.155674,1.182212,1.195229,-2.590150,-0.719496,2.129879,-3.141621,-0.960207,1.366114,-4.177806
0.188805,-0.220460,0.724012,-1.202866,-1.562750,0.575156,1.293783,0.990210,0.470623,-0.098329,-0.012532,0.639828,-1.736114,-1.289745,0.192880,1.619124,1.067146,0.452018,0.122596,0.571374,0.362606,-0.086658,1.106144,-0.325749,1.009846,1.971202,-0.467331,-2.990290,4.654144,-4.758705,-4.099799,3.541709,-3.886403,0.641868,0.887620,-2.248242,-0.648652,1.597183,-2.653989,-0.801203,0.868758,-3.507166
-0.011602,-0.290376,0.202890,-1.238707,-1.683557,0.185441,1.368234,1.257271,0.273324,0.069010,0.206241,0.440293,-1.751379,-1.413004,-0.225008,1.765767,1.186043,0.189631,0.399295,0.580195,0.104306,-0.036007,0.934382,-0.411128,0.988643,1.576921,-0.243600,-2.142207,3.730440,-3.316705,-3.018769,2.844175,-2.529408,0.273816,0.619864,-1.715033,-0.160729,1.088060,-2.002118,-0.216651,0.370577,-2.757696
-0.240418,-0.351126,-0.297542,-0.999438,-1.520107,-0.123275,1.318699,1.336150,0.109308,0.230184,0.294256,0.262766,-1.429729,-1.293495,-0.508281,1.574780,1.081940,0.004084,0.448058,0.425683,-0.072112,-0.036596,0.650849,-0.461418,0.841817,1.097627,-0.154274,-1.151633,2.655026,-1.902672,-1.856293,1.952828,-1.212324,-0.054760,0.336084,-1.062032,0.471209,0.526099,-1.233957,0.471245,-0.180771,-1.950610
-0.435899,-0.365500,-0.716174,-0.534537,-1.091640,-0.342528,1.140036,1.207996,-0.030132,0.320686,0.267203,0.098368,-0.853711,-0.956425,-0.649371,1.126598,0.804477,-0.128296,0.346447,0.219494,-0.188067,-0.147886,0.310103,-0.501818,0.528486,0.611987,-0.202214,-0.138213,1.449455,-0.646885,-0.707075,0.931069,-0.074056,-0.483551,-0.005301,-0.390261,0.854277,-0.114552,-0.444521,0.834873,-0.790413,-1.138116
-0.546086,-0.316394,-1.013361,0.047323,-0.511266,-0.485869,0.850752,0.910064,-0.132745,0.344243,0.188865,-0.043157,-0.166939,-0.499525,-0.682554,0.542414,0.435378,-0.222880,0.206574,0.051866,-0.259009,-0.370652,-0.012607,-0.550894,0.064588,0.197487,-0.366408,0.770497,0.183711,0.373394,0.316889,-0.129764,0.793672,-1.070002,-0.408126,0.189455,0.729838,-0.779781,0.246048,0.609827,-1.395203,-0.396881
-0.555049,-0.219331,-1.184039,0.645333,0.090263,-0.577237,0.472960,0.502934,-0.176799,0.341673,0.121406,-0.142265,0.508020,-0.024377,-0.661819,-0.087386,0.043275,-0.290573,0.104276,-0.040114,-0.297944,-0.638628,-0.265607,-0.607959,-0.451009,-0.101276,-0.582793,1.470622,-1.046391,1.147144,1.114033,-1.136412,1.376913,-1.738257,-0.835179,0.591261,0.149120,-1.369193,0.738632,-0.130186,-1.900186,0.197543
-0.483447,-0.107975,-1.243906,1.187906,0.620279,-0.634128,0.033847,0.050156,-0.151769,0.348795,0.100470,-0.186485,1.099652,0.405215,-0.627906,-0.709642,-0.327849,-0.339020,0.061952,-0.061478,-0.316154,-0.853267,-0.445168,-0.645333,-0.874445,-0.280968,-0.767327,1.897311,-2.144667,1.707390,1.608354,-2.013891,1.723822,-2.302846,-1.219901,0.785190,-0.561815,-1.794781,0.998642,-1.015399,-2.232478,0.600064
-0.365805,-0.008628,-1.207342,1.614843,1.030292,-0.657961,-0.422958,-0.387608,-0.071825,0.384918,0.144578,-0.183316,1.567799,0.763571,-0.591145,-1.280160,-0.648554,-0.375539,0.075220,-0.031274,-0.325246,-0.934934,-0.581539,-0.618454,-1.110960,-0.381436,-0.869741,2.029465,-3.026875,2.091318,1.759293,-2.707505,1.898050,-2.555808,-1.485600,0.802109,-1.015680,-2.009250,1.060839,-1.602274,-2.361135,0.806166
-0.225929,0.072002,-1.081023,1.863451,1.294910,-0.639387,-0.837502,-0.755389,0.025545,0.461556,0.275713,-0.161214,1.876316,1.041845,-0.540543,-1.746299,-0.893448,-0.412408,0.143250,0.035022,-0.341520,-0.857258,-0.701055,-0.492997,-1.198382,-0.481946,-0.919895,1.889217,-3.623750,2.306028,1.574663,-3.173641,1.929760,-2.372334,-1.572645,0.706923,-1.001693,-1.997984,0.988923,-1.628672,-2.281620,0.836065
-0.070134,0.139397,-0.876284,1.881852,1.396714,-0.573561,-1.148592,-1.010261,0.092092,0.584408,0.518518,-0.159211,1.987698,1.230480,-0.466786,-2.052317,-1.039041,-0.470397,0.273467,0.125310,-0.388802,-0.647940,-0.798735,-0.269737,-1.272198,-0.660030,-1.000149,1.533309,-3.886528,2.317644,1.118008,-3.375145,1.794149,-1.774043,-1.465799,0.560576,-0.582566,-1.769059,0.828569,-1.136829,-2.002122,0.714514
0.099121,0.197638,-0.623090,1.656379,1.330230,-0.472109,-1.312249,-1.129592,0.083717,0.737270,0.859470,-0.211945,1.878380,1.316878,-0.378138,-2.152814,-1.067981,-0.575633,0.455059,0.222117,-0.494540,-0.362319,-0.843174,0.012365,-1.409816,-0.918022,-1.140531,1.036376,-3.795545,2.072356,0.497141,-3.288867,1.437833,-0.910014,-1.200634,0.399142,0.004449,-1.358316,0.598134,-0.389445,-1.550350,0.470752
0.265015,0.243856,-0.369857,1.229572,1.116880,-0.362907,-1.314689,-1.117861,-0.027339,0.861494,1.193351,-0.337087,1.559508,1.293875,-0.298331,-2.024119,-0.977246,-0.746508,0.625089,0.299384,-0.675596,-0.053669,-0.803246,0.293035,-1.529875,-1.157600,-1.253958,0.477387,-3.365257,1.541234,-0.161788,-2.918860,0.838596,0.019715,-0.843160,0.236909,0.534161,-0.836134,0.315342,0.329856,-0.987073,0.152466
0.394332,0.271774,-0.168590,0.693862,0.811153,-0.279373,-1.176735,-1.007733,-0.243641,0.863547,1.333434,-0.529422,1.087495,1.166737,-0.252017,-1.675363,-0.787581,-0.974056,0.676101,0.330732,-0.918221,0.239273,-0.669400,0.511976,-1.476266,-1.249027,-1.203799,-0.064920,-2.643007,0.760893,-0.741209,-2.301768,0.049367,0.836311,-0.461319,0.079015,0.903396,-0.297403,0.019036,0.859296,-0.403732,-0.174680
0.457072,0.276646,-0.055634,0.159027,0.484546,-0.247797,-0.948010,-0.851286,-0.541026,0.665493,1.124333,-0.765214,0.552242,0.950779,-0.251284,-1.157522,-0.546447,-1.210516,0.527409,0.300111,-1.168968,0.488252,-0.454762,0.625238,-1.171403,-1.121056,-0.926991,-0.517972,-1.702162,-0.160673,-1.154650,-1.497109,-0.812585,1.417380,-0.107014,-0.070159,1.107538,0.167578,-0.240914,1.163732,0.104001,-0.452088
0.449607,0.256754,-0.039908,-0.288631,0.198017,-0.280305,-0.692366,-0.703599,-0.879392,0.262750,0.570374,-1.016167,0.046037,0.665292,-0.292587,-0.560497,-0.316763,-1.383783,0.200489,0.202451,-1.353660,0.669507,-0.183016,0.614560,-0.660432,-0.783139,-0.477807,-0.829347,-0.630516,-1.076969,-1.362066,-0.571600,-1.615862,1.703736,0.189709,-0.203787,1.161629,0.504698,-0.429286,1.263178,0.472139,-0.652888
0.398403,0.213118,-0.104283,-0.607886,-0.014162,-0.374449,-0.469384,-0.606193,-1.220072,-0.265502,-0.153624,-1.262980,-0.367655,0.334308,-0.363613,0.009693,-0.153260,-1.437928,-0.187181,0.039706,-1.419891,0.764401,0.123122,0.487568,-0.042319,-0.289382,0.027603,-0.979318,0.485017,-1.851203,-1.371293,0.409120,-2.258595,1.692457,0.420871,-0.311046,1.059066,0.708813,-0.535974,1.179459,0.688578,-0.778881
0.341999,0.149951,-0.216891,-0.797221,-0.144816,-0.514868,-0.314551,-0.574292,-1.532044,-0.798020,-0.816453,-1.493658,-0.667664,-0.007288,-0.452624,0.467102,-0.079899,-1.371683,-0.506901,-0.169504,-1.371583,0.763521,0.446370,0.269858,0.596980,0.292384,0.483554,-0.983591,1.571654,-2.392178,-1.226478,1.379673,-2.683044,1.422238,0.597639,-0.377431,0.781988,0.808081,-0.563831,0.926573,0.782807,-0.833248
0.309045,0.075290,-0.344414,-0.881038,-0.212575,-0.674593,-0.221547,-0.589447,-1.780294,-1.221313,-1.251381,-1.685731,-0.869553,-0.316645,-0.552823,0.776380,-0.083484,-1.238690,-0.693635,-0.371011,-1.263106,0.667257,0.774845,-0.005639,1.188576,0.881152,0.821763,-0.890574,2.574280,-2.664339,-0.994453,2.272525,-2.871385,0.952666,0.742111,-0.389786,0.316912,0.827676,-0.510214,0.510489,0.791825,-0.794511
0.306748,-0.000027,-0.462000,-0.908076,-0.265487,-0.819308,-0.133380,-0.601170,-1.914747,-1.456177,-1.399274,-1.792566,-1.013946,-0.563970,-0.659677,0.964212,-0.125937,-1.101639,-0.752377,-0.483193,-1.152593,0.480855,1.101867,-0.308815,1.651012,1.371131,0.999209,-0.777638,3.450323,-2.673986,-0.754694,3.017659,-2.834688,0.339496,0.873977,-0.344911,-0.356640,0.748648,-0.353689,-0.085374,0.721763,-0.604298
0.320277,-0.065507,-0.558312,-0.955332,-0.376062,-0.917186,0.044566,-0.542803,-1.882394,-1.465297,-1.289714,-1.755557,-1.157167,-0.756848,-0.765771,1.107800,-0.163708,-0.978176,-0.717908,-0.448309,-1.053586,0.210518,1.424062,-0.620559,1.897692,1.644249,0.999012,-0.737329,4.164559,-2.446778,-0.584406,3.546391,-2.601680,-0.382338,0.997145,-0.256359,-1.281731,0.487782,-0.046123,-0.906071,0.533990,-0.167568
0.319562,-0.116065,-0.636093,-1.105651,-0.610329,-0.950756,0.396192,-0.362644,-1.660605,-1.254240,-1.004635,-1.540839,-1.354886,-0.937965,-0.860605,1.296440,-0.163109,-0.832366,-0.615748,-0.283035,-0.930960,-0.131708,1.732736,-0.934338,1.913448,1.628259,0.869965,-0.841444,4.688970,-2.014461,-0.530003,3.807839,-2.216522,-1.190634,1.094014,-0.153663,-2.496689,-0.067486,0.485728,-1.985965,0.185036,0.626607
0.271300,-0.156811,-0.710726,-1.384646,-0.975627,-0.924534,0.923491,-0.060021,-1.286617,-0.869726,-0.642600,-1.175430,-1.625047,-1.145453,-0.937200,1.570013,-0.111070,-0.625078,-0.449946,-0.069996,-0.747806,-0.517802,2.000175,-1.247864,1.827396,1.364618,0.746553,-1.091336,5.004456,-1.416879,-0.576595,3.806271,-1.749134,-2.046843,1.129221,-0.072175,-3.958833,-0.965558,1.317298,-3.277448,-0.290987,1.848318
0.151219,-0.200953,-0.807722,-1.706662,-1.388587,-0.863263,1.513014,0.300727,-0.856722,-0.393424,-0.289241,-0.751871,-1.909276,-1.368092,-0.996793,1.873934,-0.021634,-0.372323,-0.221829,0.103977,-0.516971,-0.902848,2.174017,-1.550737,1.849621,0.993929,0.760850,-1.393410,5.100675,-0.708809,-0.649334,3.638578,-1.299829,-2.879520,1.058380,-0.037360,-5.485214,-2.106335,2.482183,-4.608392,-0.739726,3.435824
-0.048293,-0.257708,-0.955589,-1.902092,-1.706957,-0.800500,1.993755,0.620021,-0.487812,0.073271,-0.002867,-0.389041,-2.080254,-1.542607,-1.043572,2.082221,0.069121,-0.147028,0.036407,0.198215,-0.302858,-1.241278,2.190982,-1.818950,2.090210,0.637223,0.899255,-1.592627,4.974237,0.044527,-0.659681,3.479992,-0.969017,-3.604615,0.836947,-0.053475,-6.787976,-3.259429,3.930638,-5.717637,-0.965177,5.127059
-0.311708,-0.320896,-1.170511,-1.821380,-1.813059,-0.764432,2.244643,0.818155,-0.262786,0.436700,0.185639,-0.172457,-2.011609,-1.600140,-1.076842,2.080889,0.123104,-0.023089,0.253933,0.217658,-0.172903,-1.506482,2.005132,-2.018820,2.475948,0.299464,0.995044,-1.544960,4.628825,0.784676,-0.560416,3.487498,-0.798712,-4.157172,0.432373,-0.107016,-7.598363,-4.185666,5.517951,-6.335791,-0.882280,6.483516
-0.593272,-0.371558,-1.439562,-1.425017,-1.681596,-0.769084,2.247143,0.869121,-0.195913,0.642321,0.269722,-0.116546,-1.660170,-1.517484,-1.093397,1.837346,0.122369,-0.023415,0.362451,0.184924,-0.150616,-1.692638,1.613036,-2.114683,2.874884,-0.090980,0.902138,-1.173997,4.079279,1.474594,-0.358844,3.674127,-0.734681,-4.493239,-0.157009,-0.182951,-7.786621,-4.756608,7.033629,-6.277467,-0.589360,7.066349
-0.821979,-0.390761,-1.718189,-0.790205,-1.381275,-0.812283,2.048774,0.792639,-0.238261,0.690682,0.265953,-0.171321,-1.091918,-1.328106,-1.096301,1.400289,0.075464,-0.118221,0.348054,0.122106,-0.210986,-1.798319,1.062083,-2.077663,3.248498,-0.571523,0.640188,-0.480622,3.358662,2.095623,-0.091717,3.862968,-0.657022,-4.568127,-0.884569,-0.277020,-7.393811,-4.982283,8.260209,-5.567160,-0.281775,6.743400
-0.929528,-0.368551,-1.950223,-0.049807,-1.021706,-0.878790,1.702215,0.626029,-0.313740,0.625055,0.208246,-0.260411,-0.434498,-1.092669,-1.095829,0.848986,0.005002,-0.258832,0.256226,0.047298,-0.308880,-1.813583,0.438044,-1.896950,3.645092,-1.094759,0.350565,0.469125,2.525300,2.625637,0.212765,3.789005,-0.454812,-4.334579,-1.657459,-0.392414,-6.569283,-4.958338,9.033876,-4.537787,-0.100608,5.905704
-0.885850,-0.304916,-2.097224,0.678194,-0.692950,-0.948650,1.241340,0.403634,-0.359787,0.500765,0.134441,-0.321584,0.198658,-0.861880,-1.100866,0.246244,-0.069358,-0.407463,0.149569,-0.027271,-0.407422,-1.726354,-0.164289,-1.590081,4.096765,-1.562431,0.158097,1.547887,1.664828,3.015633,0.588331,3.296416,-0.062535,-3.776086,-2.367809,-0.529440,-5.470785,-4.801954,9.276222,-3.687238,-0.069053,5.261160
-0.712153,-0.207573,-2.152310,1.327278,-0.434440,-1.006933,0.690849,0.150674,-0.350257,0.360301,0.072660,-0.328384,0.753525,-0.658177,-1.111652,-0.374310,-0.138216,-0.545641,0.067862,-0.102031,-0.489021,-1.540246,-0.672883,-1.205075,4.568841,-1.882831,0.098096,2.560042,0.883126,3.185505,1.172114,2.475136,0.564444,-2.945583,-2.938438,-0.682249,-4.202959,-4.619437,8.987361,-3.286427,-0.154908,5.249777
-0.461589,-0.089005,-2.128418,1.876756,-0.239042,-1.047114,0.078309,-0.114898,-0.293975,0.227682,0.035853,-0.288411,1.228128,-0.477730,-1.120490,-0.993376,-0.198191,-0.668872,0.021966,-0.201197,-0.553198,-1.283840,-1.054840,-0.810547,4.986034,-2.006784,0.134589,3.287973,0.283379,3.059807,2.135738,1.599610,1.441304,-1.971071,-3.352555,-0.843583,-2.829986,-4.495535,8.218753,-3.158629,-0.355429,5.678083
-0.188405,0.036614,-2.037994,2.324964,-0.075752,-1.067733,-0.562803,-0.377950,-0.219938,0.115182,0.024979,-0.229311,1.634984,-0.300728,-1.118975,-1.583116,-0.242700,-0.781461,0.008937,-0.382313,-0.613355,-1.001973,-1.312682,-0.476166,5.274098,-1.936695,0.208587,3.653549,-0.074057,2.645769,3.502061,0.917340,2.464053,-1.015954,-3.647630,-1.009958,-1.425911,-4.479552,7.052878,-2.916301,-0.707669,5.974552
